from,to,weight
Q01081,P84103,0.246082691
Q01081,P61978,0.945659127
Q01081,Q13435,0.933950481
Q01081,Q5JST6,0.868676691
Q01081,P78362,-0.69687853
Q01081,P52272,-0.2630867
Q01081,Q07955,0.631317946
Q01081,Q8N5F7,0.290397778
Q01081,Q10567,-0.56734482
Q01081,Q6NYC1,0.002446519
Q01081,Q6IBN1,-0.059210144
Q01081,D3DU92,0.01565765
Q01081,P04264,-0.030149719
Q01081,A7MD48,0.29082577
Q01081,O95678,-0.935377699
Q01081,Q16560,-0.468161847
Q01081,Q8TA86,-0.792869166
Q01081,Q8N4J0,0.83998887
O75496,Q9H211,-0.820481841
O75496,Q14566,0.426389796
O75496,P42771,-0.869923616
O75496,P20248,0.920148811
O75496,Q8TBB1,-0.319903886
O75496,Q9BZE0,-0.7957612
O75496,D6RGH6,-0.416874086
O75496,Q8NDP4,-0.475960507
O75496,Q63ZY3,0.684064936
O75496,P15622,0.276010842
O75496,Q8IYE0,-0.766037371
O75496,Q86UD0,-0.411552998
O43464,Q13489,0.515890725
O43464,Q71U36,0.807095706
O43464,Q8N163,-0.098542817
O43464,Q9NR09,0.168089678
O43464,Q9P0J0,0.546357529
O43464,P05814,-0.786419661
Q13489,P55210,0.70184897
Q13489,P62837,0.031513069
Q13489,P61077,0.794122805
Q13489,O43353,0.537329356
Q13489,Q9Y572,0.23683613
Q13489,Q13077,-0.895021603
Q13489,O95999,-0.950983844
Q13489,P51668,-0.645927379
Q13489,P57078,-0.758419908
Q13489,Q96T11,-0.568145806
Q13489,Q86VP3,0.316513696
Q13522,O75807,-0.418037449
P20265,P56693,-0.996762353
P20265,O60828,-0.774362037
P23760,P56693,0.094168273
P23760,P50222,-0.566062903
P23760,O94829,-0.962459872
P23760,Q9UM11,0.622122295
P23760,P21675,-0.440249883
P23760,P50221,0.696190059
P23760,Q8IUC2,-0.901198089
P23760,Q3LI66,0.707619217
P56693,Q9Y5V3,0.885691754
P56693,Q15038,-0.793171499
P56693,O43186,0.295055645
P56693,Q9ULV5,0.621547977
P56693,O75360,-0.002632426
P56693,P78424,0.086877296
P56693,Q5SWW7,-0.190820149
P01579,P15260,-0.537886889
O60566,P53350,-0.131728318
O60566,Q9H081,0.753386908
O60566,O95229,0.912004366
O60566,P30260,-0.881600279
O60566,Q13257,0.918628317
O60566,Q12834,-0.031354041
O60566,Q13042,-0.337455706
O60566,O43683,0.276893639
O60566,Q9H1A4,0.115795992
O60566,Q9UJX2,-0.93513535
O60566,O43684,-0.374406453
O60566,Q9UJX5,0.914675587
O60566,Q15013,-0.005163687
O60566,O76070,0.216688317
O60566,Q9UJX3,0.460162587
O60566,Q02224,-0.498097472
Q9BZX4,O75969,-0.527785682
P13861,Q99996,-0.636806678
P13861,Q92667,-0.394980799
P13861,Q9Y6D5,-0.625373024
P13861,O43823,-0.36323476
P13861,O43164,0.898066097
P13861,P22694,0.154906073
P13861,Q06455,-0.07568365
P13861,O75969,-0.20162321
P13861,P31323,-0.419721032
P13861,O43687,-0.777499931
P13861,Q12802,-0.32227193
P13861,Q86UN6,0.152194649
P13861,O75081,-0.68520574
P13861,Q9UKA4,-0.677399748
P13861,Q13637,0.454951564
P13861,Q9Y2D5,0.525009767
P13861,P24588,-0.105781289
P13861,Q02952,-0.537803499
P13569,Q13501,-0.346308439
P13569,Q99942,0.204717013
P13569,P55072,-0.361552425
P13569,P51572,0.615790314
P13569,P11274,0.280965561
P13569,P0DMV8,0.479033684
P13569,Q15599,0.007599218
P13569,O00161,-0.821638272
P13569,P27824,-0.177121909
P13569,P34932,0.682460535
P13569,P05787,-0.587510888
P13569,Q9HD26,0.597547039
P13569,Q16623,-0.018253934
P13569,Q9H3Z4,-0.779655893
P13569,Q9HBW0,0.982783256
P13569,Q5T2W1,0.244804435
P13569,P31689,-0.642070997
Q9Y5K6,P22681,-0.998535868
Q9Y5K6,P06729,-0.924710139
Q9Y5K6,P20338,0.137201463
Q9Y5K6,Q9NP85,0.288079669
Q9Y5K6,P52907,0.142948064
Q9Y5K6,P47755,-0.251506255
Q9Y5K6,Q96EY5,0.772929383
Q9Y5V3,P50222,-0.842061425
Q9Y5V3,O43251,-0.685242734
Q9Y5V3,Q99996,0.664167566
Q9Y5V3,O14964,-0.043559792
Q9Y5V3,O60684,-0.284572343
Q9Y5V3,P31943,0.423294759
Q9Y5V3,Q93062,-0.190964975
Q9Y5V3,Q9BQY4,-0.073369544
Q9Y5V3,Q99750,-0.115106047
Q9Y5V3,Q96HR8,0.454188429
Q9Y5V3,P26196,-0.691705908
Q9Y5V3,Q03989,0.577061531
Q9Y5V3,Q15038,-0.252656944
Q9Y5V3,Q9UHD9,0.117166243
Q9Y5V3,Q96PV6,-0.297557099
Q9Y5V3,Q8NDC0,-0.066157579
Q9Y5V3,Q9UJX2,0.323546852
Q9Y5V3,O43741,-0.936426485
Q9Y5V3,Q8NG27,0.08981912
Q9Y5V3,Q9Y6W3,0.490583795
Q9Y5V3,Q96HA1,-0.540001067
Q9Y5V3,Q8IYR0,-0.097973945
Q9Y5V3,Q13064,-0.028638993
Q9Y5V3,Q8WVV9,0.500984807
Q9Y5V3,O43189,-0.762093748
Q9Y5V3,O75593,0.566860641
Q9Y5V3,P09234,-0.401760462
Q9Y5V3,Q8IWX8,0.533881184
Q9Y5V3,Q86U06,-0.272467433
Q9Y5V3,O14503,0.123444408
Q9Y5V3,P35711,-0.132506629
Q9Y5V3,Q92734,-0.684163479
Q9Y5V3,Q96PV4,0.593591627
Q9Y5V3,Q6P1W5,0.777772222
Q9Y5V3,Q9BVN2,0.390339318
Q9Y5V3,P35219,0.532933155
Q9Y5V3,P19447,0.819828889
Q9Y5V3,Q17RB8,-0.396832724
Q9Y5V3,A4D127,0.154155312
Q9Y5V3,O75553,-0.140377145
Q9Y5V3,Q3LI72,-0.989711884
Q9Y5V3,Q3SY00,0.304798563
Q9Y5V3,Q5I0X7,-0.816936119
Q9Y5V3,Q5TAL4,-0.417408641
Q9Y5V3,Q5VV41,-0.831803842
Q9Y5V3,Q5W5X9,0.704174032
Q9Y5V3,P86479,-0.114238164
Q9Y5V3,Q6NVW7,-0.529107574
Q9Y5V3,Q86UY5,-0.610802345
Q9Y5V3,Q96HB5,-0.578838008
Q9Y5V3,O60573,-0.612081453
Q9Y5V3,O95231,-0.392848027
Q9Y5V3,O95872,-0.121059066
Q9Y5V3,O95947,0.305549749
Q9Y5V3,Q9Y5R4,0.551604759
Q9Y5V3,P78337,-0.854102573
Q9Y5V3,Q96H43,-0.437325174
Q9Y5V3,Q96MN9,0.738249758
Q9Y5V3,Q9BTL3,0.941527204
Q9Y5V3,Q8IVS8,0.101799816
Q9Y5V3,Q8WU79,-0.986511395
Q9Y5V3,P31274,-0.659460332
Q9Y5V3,Q6PIA0,-0.446267935
Q9Y5V3,Q15915,-0.841960014
Q9Y5V3,Q6ZN44,-0.459579013
Q9Y5V3,O43711,0.881399749
Q9Y5V3,O75031,0.234211223
Q9Y5V3,O75360,0.678737771
Q9Y5V3,P0C7X2,-0.455541385
Q9Y5V3,P0CG20,-0.259001094
Q9Y5V3,P23415,0.066890725
Q9Y5V3,P86478,0.566295973
Q9Y5V3,P86480,0.591720733
Q9Y5V3,P86481,0.806054138
Q9Y5V3,P86496,-0.014538866
Q9Y5V3,Q01085,-0.282540772
Q9Y5V3,Q12951,-0.264262794
Q9Y5V3,Q3LI67,0.804759875
Q9Y5V3,Q3V5L5,0.47023931
Q9Y5V3,Q5T4B2,-0.088145691
Q9Y5V3,Q6PJH3,-0.258661073
Q9Y5V3,Q6ZRY4,0.766377733
Q9Y5V3,Q8N5R6,0.597626286
Q9Y5V3,Q9BWX5,-0.007051629
Q9Y5V3,Q9BYJ9,-0.780344048
Q9Y5V3,Q96P09,0.148241938
Q9Y5V3,Q9Y252,-0.294404481
Q9HC29,Q96RT1,0.124460272
Q9HC29,O43353,-0.219882726
Q9HC29,Q16537,-0.781438583
Q9HC29,Q9Y3D6,0.821151802
Q9HC29,Q96EP0,-0.133113198
Q9HC29,Q9BYM8,0.674159818
Q9HC29,Q676U5,0.044460295
Q9HC29,Q9H0F6,-0.354782282
Q9HC29,Q9P0J0,0.84133981
Q9HC29,Q10471,-0.943868738
P35226,Q8N488,-0.565569895
P35226,P16104,0.215872879
P35226,P61077,0.669508724
P35226,P51784,0.74740287
P35226,Q06587,-0.550936229
P35226,Q99496,0.93651625
P35226,Q93009,0.598740801
P35226,Q8IXK0,0.029446851
P35226,O00257,0.762606927
P35226,O95931,-0.340287955
P35226,Q9HC52,0.050952668
P35226,P78364,-0.803626306
P35226,P35227,0.077764231
P35226,Q03111,0.053970038
P35226,O95503,0.461690491
P35226,Q14781,-0.916765001
P35226,O75461,0.473715778
P35226,Q05516,-0.340966337
P35226,Q8IY57,0.641570384
P35226,Q8NDX5,-0.435502908
P35226,Q16777,-0.088983517
Q8N488,Q06587,-0.936630146
Q8N488,Q99496,-0.293093659
Q8N488,Q6W2J9,-0.022258424
Q8N488,Q9BSM1,0.05123977
Q8N488,Q8NHM5,0.698005142
Q8N488,Q14781,0.512701351
Q8N488,O75461,0.237098204
Q8N488,O00716,0.349392008
Q8N488,Q06547,0.268792232
Q8N488,Q14209,-0.074005343
Q8N488,Q8WXX7,-0.18108278
P46937,Q01196,0.292129397
P46937,O75970,0.429377705
P46937,O15350,-0.324205342
P46937,Q8NI35,0.113650928
P46937,Q02750,0.858031876
P46937,Q96G27,-0.267890397
P46937,Q92841,0.308698842
P46937,Q15797,-0.184462606
P46937,Q15599,0.585480779
P46937,Q4VCS5,-0.75658556
P46937,Q9NRM7,0.626212223
P46937,Q99594,0.348357981
P46937,Q9Y2J4,-0.461989024
P46937,Q15561,0.434019654
P46937,O15105,0.550337242
P46937,O14669,-0.81202757
P46937,Q15562,-0.783183988
P46937,Q969T9,0.999537858
P46937,Q13950,0.080444077
P46937,Q9NUP9,0.609308689
P46937,P28347,-0.386237194
P46937,Q15678,0.83892529
P46937,Q8IY63,-0.308032029
P46937,A6NKD9,0.735759223
Q9UKK6,Q6ZW49,0.561793192
Q9UKK6,O95793,0.362124251
Q9UKK6,Q8IX29,-0.448745122
Q9UKK6,Q9H4D5,-0.744626275
Q9NY12,Q9BRS2,-0.438402188
Q9NY12,O14744,-0.777540296
Q9NY12,O60832,0.885904285
Q9NY12,P54105,-0.171795623
Q9NY12,Q9BUR4,0.855787624
Q9NY12,Q9NPE3,-0.383048176
Q9NY12,Q9NX24,0.99498737
Q13651,P23458,0.965005669
Q13651,P22301,0.254455917
P55210,P09874,0.12200438
P55210,P19438,-0.743774404
P55210,P21673,0.866531494
P55210,Q9GZT8,0.540521961
P55210,P17405,0.554446681
P55210,Q6ICU9,-0.447012766
P55210,G5E962,0.923342315
O15379,Q01196,0.536848127
O15379,P37231,-0.124897217
O15379,P01106,0.713298201
O15379,Q9UKV0,0.567645872
O15379,Q9UIS9,0.495187922
O15379,O43463,-0.219386384
O15379,P48643,0.959033689
O15379,Q9NYJ8,-0.338408603
O15379,Q8WUI4,-0.639245151
O15379,O14980,0.827812487
O15379,P24385,0.23449266
O15379,P17987,-0.394239467
O15379,Q13227,-0.027358901
O15379,P60510,0.599185204
O15379,P20749,-0.278285606
O15379,P10827,-0.959880153
O15379,P43356,0.792171831
O15379,P48552,0.63969218
O15379,Q15759,-0.846749214
O15379,Q7L2E3,0.449753477
O15379,Q9Y5X4,-0.393646839
O15379,O60341,-0.089306458
O15379,Q9UQR1,-0.874512572
O15379,Q15466,0.96322843
O15379,Q969R5,-0.832838281
O15379,P78347,0.120847695
O15379,Q9BZK7,0.151706964
O15379,Q03181,-0.629514795
O15379,Q92766,-0.274985455
O15379,Q06455,-0.850265067
O15379,O60907,-0.903930278
O15379,P42167,0.604933625
O15379,Q13950,0.483508169
O15379,O75081,-0.824890411
O15379,P13056,-0.500004896
O15379,Q9NP62,0.369005007
O15379,Q96RE7,0.704988042
O15379,Q6UB98,-0.764695969
O15379,Q969S8,0.997665104
O15379,Q6UB99,0.440413235
O15379,Q9UHL9,0.247351698
P08588,Q5TCQ9,-0.838162298
P08588,P78352,-0.147480394
P08588,Q86UL8,0.269755936
Q6P5Z2,Q8ND90,-0.927001964
Q6P5Z2,Q5JR59,-0.543545288
Q6P5Z2,Q9UBB9,0.130142866
Q6P5Z2,Q15323,0.995075083
Q6P5Z2,Q8N1B4,0.264621549
Q6P5Z2,Q13393,-0.319027099
Q6P5Z2,A0A0C4DGS5,0.781650781
Q9GZV5,Q01196,0.086778092
Q9GZV5,Q15599,-0.802940105
Q9GZV5,Q99594,0.031302405
Q9GZV5,Q15561,0.340614288
Q9GZV5,Q15562,-0.080529909
Q9GZV5,Q969T9,0.013467581
Q9GZV5,P28347,-0.87330541
Q9GZV5,H0YKB7,0.223405891
Q9GZV5,Q53GI4,0.355507209
Q9GZV5,Q8WWV3,-0.48886835
Q9GZV5,Q96LT6,-0.458018691
Q9GZV5,Q9NUJ3,-0.367558663
Q01196,O14964,-0.913275543
Q01196,O43463,0.528333086
Q01196,Q15723,0.677981036
Q01196,Q00534,-0.716711919
Q01196,Q9H2X6,0.513995376
Q01196,P26358,0.583588921
Q01196,Q13951,-0.018465069
Q01196,Q9UBK9,-0.7063839
Q01196,O43439,0.317749077
Q01196,Q9BZS1,0.33254806
Q01196,P17542,0.08923274
Q01196,Q96CN9,0.229870758
Q01196,P09234,-0.444997197
Q01196,Q15562,-0.391291654
Q01196,Q96M29,-0.438054745
Q01196,Q7RTU3,-0.502754618
Q01196,A5D8V6,0.279105779
Q01196,O75909,0.059775004
Q01196,Q8NI38,0.770282948
Q01196,Q92794,0.740337442
Q01196,Q99607,0.434998379
Q01196,Q96EF6,0.302181191
Q01196,Q53GI4,-0.430612374
Q01196,Q8WU58,0.451935103
O43426,O94875,-0.00858804
O43426,Q9Y5X1,-0.301321174
Q9NQS3,Q8TEW0,-0.778059042
Q9NQS3,O76081,-0.250512088
Q9NQS3,P26371,0.358753752
Q9NQS3,P32242,0.941952722
Q9NQS3,P15151,0.853752652
Q9NQS3,Q92692,0.659941705
Q9NQS3,P60409,0.442960935
Q9NQS3,P60411,0.826831744
Q9NQS3,Q7Z3S9,0.265849167
Q9NQS3,P60410,0.310483962
Q9NQS3,Q9BYR5,-0.797100549
Q9NQS3,A0A087WY89,0.198594187
Q9NQS3,B8A4K4,0.911808342
Q9NQS3,P60369,0.393493385
Q9NQS3,Q07627,0.560871403
Q9NQS3,Q6L8G4,-0.979550837
Q9NQS3,Q8IUG1,0.113796249
Q9NQS3,Q9BYQ3,0.860314138
Q9UJY4,P11717,0.198358359
Q9UJY4,Q99523,0.47842035
Q9UJY4,Q13526,0.599853679
Q9UJY4,Q92673,0.693649075
Q9UJY4,Q00610,-0.900404544
Q9UJY4,P36406,0.328783077
Q9UJY4,Q14677,0.616200163
Q9UJY4,Q9NZD8,0.760167746
Q9UJY4,P56817,-0.678033173
Q9UJY4,P35219,0.264965885
Q9UJY4,Q9Y316,-0.940948104
Q9UJY4,Q8WWV3,-0.589525796
P11717,Q9NZ52,0.230217122
P11717,P01344,-0.16087335
P11717,O60664,-0.878849122
Q9NZ52,P20645,-0.343519368
Q9NZ52,O94868,0.699134856
Q9NZ52,P0CG47,0.388437076
Q9NZ52,Q9Y3C5,-0.23383864
Q9NZ52,Q99732,-0.465113978
Q9NZ52,Q15038,-0.552379658
Q9NZ52,Q6VY07,-0.466284231
Q9NZ52,P57075,-0.996578529
Q9NZ52,P36406,-0.276885677
Q9NZ52,P62330,0.628681591
Q9NZ52,Q7Z4N8,0.604101012
Q9NZ52,O75865,0.238060536
Q9NZ52,Q96CS7,-0.363232461
Q9NZ52,Q96BW1,0.069647672
Q9NZ52,Q6ZNH5,-0.270226056
Q9NZ52,Q8ND24,-0.340172302
P20645,O60664,-0.611390695
O43561,P18031,0.764158415
O43561,P78314,-0.414486579
O43561,P22681,0.963624449
O43561,P50222,-0.845794823
O43561,P35372,0.169139786
O43561,Q8N5Z5,0.32992231
O43561,Q92918,-0.14641125
O43561,Q15849,-0.03771908
O43561,Q9H305,-0.055627496
O43561,P49069,0.936015034
O43561,Q9BXK5,0.454659052
O43561,Q96EQ0,0.728624006
O43561,Q15464,-0.430087547
O43561,Q13588,-0.710804004
O43561,J3KQ12,-0.183497402
O43561,P36021,0.182583015
O43561,P58170,0.369982753
O43561,Q96MG2,-0.011802927
O43561,Q9BXS9,-0.871865115
O43561,Q9GZY8,0.266001181
O43561,Q9NXF8,-0.895930683
O43561,Q86UW2,-0.425822071
P07949,P22681,0.247626213
P07949,Q05397,-0.127069859
P07949,Q99704,0.38811675
P07949,Q13322,-0.86638862
P07949,Q7Z3S9,0.116733792
P07949,Q9NR12,-0.223362135
P07949,P56159,0.326037832
P07949,Q9P104,0.970977536
P07315,P43320,-0.443576548
P07315,P02511,-0.054555175
P07315,P02489,-0.995979696
P07315,Q9C029,0.959549892
P43320,P02511,0.152555739
P43320,P02489,0.224976788
P43320,P61968,-0.85014254
P43320,P05813,0.792184461
P02511,P02489,-0.208088624
P02511,Q07817,0.212839468
P02511,Q9UHI6,0.541990902
P02511,P25788,0.649591388
P02511,Q16082,0.912905346
P02511,O75390,-0.792696657
P02511,P05813,-0.221240829
P02511,O14787,0.281081307
P02511,Q9H8Y8,-0.392511112
P02511,Q3LI72,-0.987000184
P02511,O00154,0.273379359
P02511,O75865,0.866934989
P02511,Q9Y3B7,0.831969616
P02511,Q8IUC2,-0.759008872
P02511,Q53QV2,0.795745086
P02511,A0A140G945,0.931837906
P02511,O14558,0.290889387
P02511,Q3LI64,0.727367529
P02511,P07320,-0.79094511
P02489,Q07817,0.846391256
P02489,P05813,-0.12202136
P02489,O00560,-0.458737178
P02489,Q96HA8,-0.655295171
P02489,Q9NZD8,0.451241801
P02489,Q9H8Y8,0.830090992
P02489,V9HW27,-0.489564545
O15273,Q8WZ42,0.899048352
O15273,Q9NPC6,0.444020723
O15273,Q9NWX5,-0.856646567
O15273,Q9NP98,-0.078792563
O15273,Q9UKT9,0.743711513
O15273,Q9BXL8,0.001346942
O15273,P50461,-0.162858141
O15273,Q9H2G9,0.637698101
O15273,Q969G2,0.935827603
O15273,Q99932,0.775532559
O15273,Q9GZV1,0.748021665
O15273,Q8WTU2,0.674301822
P49768,O75369,0.31769316
P49768,Q92542,-0.730504514
P49768,Q96BI3,-0.689878551
P49768,O60716,-0.518979627
P49768,Q00535,-0.079296893
P49768,P20618,-0.455976912
P49768,P21333,0.736838669
P49768,P28066,0.798108811
P49768,P14923,0.478530808
P49768,Q9NQB0,-0.552334683
P49768,P50502,0.242808061
P49768,Q9BQ95,-0.593867072
P49768,P15924,0.436941091
P49768,P14136,-0.107836259
P49768,Q9Y2W7,0.953086832
P49768,Q9NZ42,0.970349593
P49768,Q9UMF0,0.434043176
P49768,Q15011,0.829827423
P49768,Q92947,0.470131703
Q92934,Q07817,0.701910628
Q92934,Q8ND90,-0.219959365
Q92934,Q92843,0.926516077
Q92934,P31947,0.50524691
Q92934,Q07820,0.378550081
Q92934,Q16548,0.802398679
Q92934,Q01844,0.37690055
Q92934,Q15323,-0.93157077
Q92934,P60903,0.933767762
Q9NQS1,Q07817,0.610832271
P18031,P04629,0.542323039
P18031,Q16288,0.85280526
P18031,P29376,-0.059018874
P18031,P42229,0.852302213
P18031,P08581,-0.551292877
P18031,P10912,-0.73036562
P18031,P11274,0.249717467
P18031,Q96TC7,0.85728529
P18031,Q9H1D0,-0.063258877
P18031,P07384,0.501833993
P18031,P29597,0.093241236
P18031,P51692,0.854666642
P18031,P35568,0.243419327
P18031,Q5JXX7,-0.561300029
O14936,Q16650,-0.134888406
O14936,Q9UHC6,0.641042372
O14936,Q9C0A0,0.504780884
O14936,Q9HAP6,0.342547685
O14936,Q12929,0.96958918
O14936,O14910,-0.698410607
O14936,Q9Y624,0.749001804
O14936,P41134,0.764316387
O14936,Q9H788,-0.90169925
O14936,Q8WXD9,0.948677978
O14936,Q9HB63,-0.638529537
O14936,Q9Y2J0,0.585377102
O14936,P34741,-0.066128213
O14936,P11171,-0.539105543
O14936,P78352,-0.780495218
O14936,P48050,-0.259468425
O14936,Q9H2G4,-0.18173886
O14936,Q14500,0.519770194
O14936,Q9NUP9,-0.954308604
O14936,Q9H1P6,-0.892388439
O14936,P23634,0.809216419
P78314,Q14247,-0.751674633
P78314,P52735,-0.521867634
P78314,Q7Z6J0,-0.713275049
P78314,Q9UJU6,-0.402683659
P78314,P14317,-0.633114789
P78314,Q9H2K2,-0.127368868
P78314,O00160,0.974900772
O60934,P16104,0.747868297
O60934,Q96EB6,0.595208159
O60934,Q14676,-0.761623472
O60934,P49959,0.780216328
O60934,O96017,0.939274829
O60934,Q9BXW9,0.113228872
O60934,P24864,-0.005522666
O60934,Q15554,0.778221273
O60934,P78527,0.574882661
O60934,Q13535,0.617346483
O60934,O76064,-0.889243699
Q16513,O15530,-0.356132631
Q9BXI6,Q96AP0,0.860599066
Q9BXI6,Q9BXU3,-0.687464462
Q16667,Q00526,-0.537704283
Q16667,Q96HJ5,0.249031235
O00418,Q15418,0.815194217
P37088,P51170,0.529546799
P37088,P51168,0.986361542
P37088,Q96PU5,0.215538433
P51170,Q96PU5,0.049848014
P51170,Q16623,0.824593008
P19878,P15153,0.898873596
P19878,P14598,-0.782450533
P19878,Q08379,-0.820786038
P19878,P04899,0.369701061
P19878,P13498,-0.50370353
P19878,P30041,-0.609566288
P19878,Q92845,-0.649301922
P19878,Q15080,-0.083368823
P19878,A0A0C4DGS5,0.733103042
P15153,Q92608,0.515054926
P15153,P35228,-0.69043357
Q99523,P04629,0.685511122
P01834,P02647,0.045183486
P01834,P01857,0.134137703
P48357,O14543,0.358715585
Q9NRD5,Q8N6Y0,0.859246628
Q9NRD5,P49683,0.313546848
Q9NRD5,Q92882,0.293549987
Q9NRD5,P50222,0.029306741
Q9NRD5,Q9NQT4,-0.826658987
Q9NRD5,P25786,0.759582532
Q9NRD5,Q15014,-0.836782139
Q9NRD5,O60437,0.688886227
Q9NRD5,Q07869,0.638776976
Q9NRD5,Q8TAE8,0.106754484
Q9NRD5,P43358,-0.545138482
Q9NRD5,P52564,-0.16473027
Q9NRD5,P38919,-0.149374267
Q9NRD5,Q969T4,0.826226435
Q9NRD5,Q92785,-0.498269951
Q9NRD5,Q13043,0.973132662
Q9NRD5,Q9BUL9,0.756835815
Q9NRD5,Q9H9D4,0.731718055
Q9NRD5,Q6QNY1,0.485938703
Q9NRD5,Q7L590,0.435120044
Q9NRD5,Q9BUZ4,-0.006123289
Q9NRD5,Q6P1J9,0.223823969
Q9NRD5,Q15631,-0.127472669
Q9NRD5,Q9C086,0.993691182
Q9NRD5,Q8NBZ0,-0.162450417
Q9NRD5,O14530,0.673440638
Q9NRD5,P49910,0.230180109
Q9NRD5,Q9UJW9,0.355471271
Q9NRD5,P61457,-0.213515621
Q9NRD5,Q9BV20,0.042096025
Q9NRD5,Q9NP66,-0.084431424
Q9NRD5,P51451,0.484434538
Q9NRD5,P61289,-0.835422751
Q9NRD5,P26196,-0.751169344
Q9NRD5,Q9BRG1,0.871469653
Q9NRD5,Q14919,-0.177455408
Q9NRD5,Q7LBR1,-0.946155326
Q9NRD5,P42262,0.662054542
Q9NRD5,P30086,0.804749595
Q9NRD5,Q96JC9,-0.541375522
Q9NRD5,Q9BZR8,-0.96894164
Q9NRD5,Q01959,0.857900436
Q9NRD5,O75604,-0.390552436
Q9NRD5,Q9HC52,0.839008498
Q9NRD5,Q9HAT0,-0.396877319
Q9NRD5,P61086,-0.096383461
Q9NRD5,Q14565,-0.67575845
Q9NRD5,O43159,-0.621618415
Q9NRD5,Q96CD0,0.246498462
Q9NRD5,Q96T60,-0.614290598
Q9NRD5,Q5JST6,-0.939411019
Q9NRD5,P45984,-0.030169197
Q9NRD5,Q9BPX1,0.463202301
Q9NRD5,Q9H7E9,-0.104513067
Q9NRD5,Q9BU76,0.456191333
Q9NRD5,Q9BXS5,0.848683303
Q9NRD5,Q15041,-0.181305621
Q9NRD5,Q9H788,-0.208373854
Q9NRD5,O76064,-0.776806538
Q9NRD5,P42772,0.917260082
Q9NRD5,Q96BT7,-0.80864787
Q9NRD5,Q969R5,-0.369911734
Q9NRD5,Q9NR46,-0.789274549
Q9NRD5,Q8IYH5,-0.111086427
Q9NRD5,O14613,-0.618912306
Q9NRD5,Q12905,-0.372163579
Q9NRD5,Q92917,0.02456779
Q9NRD5,Q96IQ9,-0.993839813
Q9NRD5,Q96FN4,-0.465069845
Q9NRD5,Q9H147,0.817683212
Q9NRD5,P47897,0.863933318
Q9NRD5,Q9Y5B8,0.5514595
Q9NRD5,P55273,-0.540548168
Q9NRD5,O43805,0.662500667
Q9NRD5,P25800,0.452460026
Q9NRD5,Q5T686,0.451409599
Q9NRD5,Q15102,0.820877114
Q9NRD5,Q8TAU3,0.761281061
Q9NRD5,Q9UBB9,-0.39560545
Q9NRD5,Q9UBU8,-0.161252475
Q9NRD5,Q96MH2,-0.729377289
Q9NRD5,Q13671,0.07611176
Q9NRD5,Q8IYA8,-0.539389553
Q9NRD5,O14519,-0.486398451
Q9NRD5,Q9HCD5,0.768167846
Q9NRD5,Q9HAN9,-0.886173606
Q9NRD5,Q96GM5,0.410734434
Q9NRD5,Q8N6N6,-0.844579349
Q9NRD5,P48443,-0.013923394
Q9NRD5,Q86YD7,-0.75832483
Q9NRD5,O75771,-0.734168121
Q9NRD5,P29084,0.366797689
Q9NRD5,P28702,0.242097346
Q9NRD5,Q9BT49,-0.86222221
Q9NRD5,Q9NQ48,-0.055560709
Q9NRD5,Q9GZT3,-0.419828218
Q9NRD5,Q9H257,0.332620334
Q9NRD5,P09661,0.792382038
Q9NRD5,Q9UJV3,-0.132556174
Q9NRD5,Q96NC0,-0.042837596
Q9NRD5,Q9BYV2,0.939637514
Q9NRD5,Q8IZU1,-0.302689554
Q9NRD5,Q9BX10,0.503449697
Q9NRD5,Q5T6S3,0.253804316
Q9NRD5,Q9Y530,0.449294612
Q9NRD5,O95983,-0.123172585
Q9NRD5,P48775,-0.895043115
Q9NRD5,Q08117,-0.325468105
Q9NRD5,Q8IYX8,-0.892845472
Q9NRD5,Q9NTM9,0.350161146
Q9NRD5,Q9H0I2,-0.067204396
Q9NRD5,Q13322,0.00542379
Q9NRD5,Q13895,-0.707078667
Q9NRD5,O14737,-0.885842782
Q9NRD5,O15371,-0.834840843
Q9NRD5,Q86YS7,0.828509106
Q9NRD5,Q17RB8,0.093775286
Q9NRD5,Q6ZSB9,0.13620737
Q9NRD5,Q3B820,-0.727412901
Q9NRD5,Q3SY00,0.558441564
Q9NRD5,H3BTW2,0.988623739
Q9NRD5,Q504U0,-0.09966826
Q9NRD5,Q96DX7,0.417311546
Q9NRD5,Q5T7W7,-0.725974002
Q9NRD5,Q6NT76,-0.635380027
Q9NRD5,Q03933,-0.976358725
Q9NRD5,Q5W5X9,0.491199863
Q9NRD5,Q96HR9,-0.805551698
Q9NRD5,Q6NX45,-0.573356628
Q9NRD5,Q7L273,-0.703098663
Q9NRD5,Q6PF18,-0.982945606
Q9NRD5,Q6UWP7,0.576575714
Q9NRD5,Q6ZN18,0.871770135
Q9NRD5,Q6ZN57,-0.193682425
Q9NRD5,Q70IA8,-0.337050539
Q9NRD5,Q719H9,-0.34034355
Q9NRD5,Q7L5A3,0.141275991
Q9NRD5,Q7L775,0.50107376
Q9NRD5,Q86UD4,-0.472646979
Q9NRD5,Q9UFW8,-0.648990503
Q9NRD5,Q86VK4,-0.963030438
Q9NRD5,Q86Y79,0.012875424
Q9NRD5,P49247,0.049004767
Q9NRD5,Q9H1K1,0.902545725
Q9NRD5,Q96GN5,0.640555608
Q9NRD5,Q8NC69,0.680127901
Q9NRD5,Q9H609,0.993136656
